,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
320662,702976266,Dinos and Doggos Enamel Pins,Art,Art,USD,2017-09-09,600.0,2017-08-10 13:05:29,2287.0,successful,43,US,1637.0,2287.0,600.0
88299,1448974796,Provocalize A Cappella,Music,Music,USD,2016-02-13,4500.0,2016-01-14 23:31:22,10.0,undefined,0,"N,0""",,10.0,4500.0
357076,889021271,Embrace Clothing (Canceled),Fashion,Fashion,USD,2015-03-12,1000.0,2015-02-10 01:45:09,25.0,canceled,1,US,25.0,25.0,1000.0
364378,926415365,Uncle D's BBQ sauce,Farmer's Markets,Food,USD,2017-09-16,1500.0,2017-08-17 17:37:55,25.0,failed,1,US,0.0,25.0,1500.0
304802,622051281,More than 800 reasons to get involved,Documentary,Film & Video,USD,2011-07-01,8500.0,2011-05-17 15:10:39,10863.0,successful,82,US,10863.0,10863.0,8500.0
162725,1827769131,PowerSoSimple portable power supply for all your projects,DIY Electronics,Technology,USD,2014-08-01,10000.0,2014-06-28 03:21:29,3786.0,failed,105,US,3786.0,3786.0,10000.0
193197,1983046776,Tanoshiicon 2014,Mixed Media,Art,USD,2014-01-09,1000.0,2013-12-10 19:23:17,1330.0,successful,39,US,1330.0,1330.0,1000.0
165782,1843473325,My Quirky Family Album,Digital Art,Art,USD,2013-10-20,1000.0,2013-09-20 02:06:30,0.0,failed,0,US,0.0,0.0,1000.0
167625,1852727750,"""Between The Devil and Two Black Hearts"", 8MM tour & album!",Music,Music,USD,2012-08-13,30000.0,2012-07-14 01:57:11,39503.34,successful,227,US,39503.34,39503.34,30000.0
296523,579537237,The Drone and the Kid,Shorts,Film & Video,USD,2013-11-29,7500.0,2013-11-05 19:57:35,8937.87,successful,109,US,8937.87,8937.87,7500.0
177083,1900835618,PikPark - Create it. Share it. Rock it.,Technology,Technology,USD,2015-05-08,25000.0,2015-04-08 12:48:56,0.0,failed,0,US,0.0,0.0,25000.0
116525,1591946092,Multi Playing Cards Black Edition - Playing cards 2.0,Tabletop Games,Games,EUR,2017-12-24,2000.0,2017-11-22 19:04:35,2794.5,successful,105,NL,1018.33,3351.44,2398.6
57614,1293208825,The Room as Art,Painting,Art,USD,2014-05-25,2000.0,2014-04-25 03:41:20,0.0,failed,0,US,0.0,0.0,2000.0
137548,1698484190,Farenheight,Music,Music,GBP,2013-10-01,5000.0,2013-09-06 16:43:23,0.0,failed,0,GB,0.0,0.0,8025.17
176700,1898882154,Vanessa Lively's New Album 2014,Indie Rock,Music,USD,2014-03-04,6350.0,2014-02-10 15:00:06,6506.0,successful,183,US,6506.0,6506.0,6350.0
215549,2098194081,GET NAUTICAL CLOTHING,Apparel,Fashion,USD,2015-04-15,5000.0,2015-03-16 20:34:51,0.0,failed,0,US,0.0,0.0,5000.0
165386,1841481918,Sapphire,Comics,Comics,CAD,2015-06-13,10000.0,2015-05-14 23:19:21,0.0,failed,0,CA,0.0,0.0,8149.3
224417,2143173498,CAVEN apparel,Apparel,Fashion,GBP,2017-04-01,2000.0,2017-03-02 00:52:15,0.0,failed,0,GB,0.0,0.0,2484.44
297522,584840893,Harvester Distillery,Food,Food,USD,2011-08-15,30000.0,2011-07-01 04:43:20,381.0,failed,5,US,381.0,381.0,30000.0
84684,1430617663,VINYL BLVD debut JAZZ CD (Canceled),Jazz,Music,USD,2014-11-15,12000.0,2014-10-28 07:05:15,610.0,canceled,8,US,610.0,610.0,12000.0
116127,1589770017,Shimer 09/10- The Unofficial Review,Journalism,Journalism,USD,2011-04-28,300.0,2011-04-14 21:40:33,556.0,successful,29,US,556.0,556.0,300.0
17794,1090379295,Summertide - Fool The Fox  Music Video,Music Videos,Film & Video,GBP,2015-07-07,500.0,2015-06-14 15:38:04,0.0,failed,0,GB,0.0,0.0,775.88
269314,440398511,The Ambassador,Video Games,Games,USD,2017-02-17,30000.0,2017-01-18 03:14:01,614.0,failed,22,US,166.0,614.0,30000.0
208120,2060609248,"Lee Brown Coye, Master Beyond the Macabre",Documentary,Film & Video,USD,2010-10-10,5000.0,2010-08-10 03:20:45,2120.0,failed,8,US,2120.0,2120.0,5000.0
79665,1405215945,A Silent Bugle,Nonfiction,Publishing,CAD,2015-11-30,3000.0,2015-10-26 15:32:17,3235.0,successful,69,CA,2457.05,2425.58,2249.38
238248,281369315,Inside,Shorts,Film & Video,USD,2011-12-05,4000.0,2011-11-05 16:39:17,4443.0,successful,49,US,4443.0,4443.0,4000.0
336571,784286137,I-5 Startup Project Film,Shorts,Film & Video,USD,2012-08-01,2500.0,2012-06-27 19:49:04,154.0,failed,10,US,154.0,154.0,2500.0
157904,1803262721,"Food that No One Died For, a Vegan cookbook",Nonfiction,Publishing,AUD,2016-09-01,15000.0,2016-07-03 09:22:05,3092.0,failed,49,AU,1702.33,2336.94,11337.01
224335,2142782535,Wing Chun the thinking persons art (Canceled),Film & Video,Film & Video,USD,2014-06-19,40.0,2014-05-20 23:21:34,0.0,canceled,0,US,0.0,0.0,40.0
228479,231468811,The Hermit,Narrative Film,Film & Video,USD,2012-04-01,8000.0,2012-03-02 23:00:03,200.0,failed,9,US,200.0,200.0,8000.0
330177,752132799,Art Nudes: New York City Model Photography Portfolio,Photobooks,Photography,USD,2017-06-07,100.0,2017-05-18 00:05:45,3256.0,successful,32,US,482.0,3256.0,100.0
206539,205228284,ViRUS: The World's Most Natural Hoodie,Apparel,Fashion,CHF,2017-02-12,15000.0,2017-01-03 18:34:48,3462.0,failed,38,CH,956.02,3466.23,15018.32
272102,454376099,Picture Head,Indie Rock,Music,USD,2011-09-29,1400.0,2011-07-31 22:55:41,1740.0,successful,50,US,1740.0,1740.0,1400.0
275613,472451633,Zip'n'Fly - Travel Jacket - The ultimate travel companion!,Design,Design,GBP,2017-05-01,10000.0,2017-03-30 17:40:37,999.0,failed,24,GB,734.91,1292.65,12939.46
174600,1887921926,Underwear That Mold To Your Body with Thermojoin® Technology,Technology,Technology,CAD,2016-11-12,2000.0,2016-10-03 16:00:59,10316.0,successful,143,CA,2536.02,7633.0,1479.84
312885,663730400,"One Man, a Bicycle and a Camera",Photography,Photography,USD,2013-10-01,4000.0,2013-09-19 23:17:12,360.0,failed,11,US,360.0,360.0,4000.0
243248,307090439,Sacrificial Fire: Fracking Impacts in the US and Japan,Photography,Photography,USD,2015-06-21,4000.0,2015-05-26 13:32:40,4112.0,successful,66,US,4112.0,4112.0,4000.0
333223,767466697,Make Mamonuts come to life!,Vegan,Food,USD,2017-09-03,1200.0,2017-08-28 00:02:22,350.0,failed,12,US,30.0,350.0,1200.0
280867,498787262,Fast Glass: Concert Photography,Art Books,Publishing,USD,2012-05-16,1000.0,2012-04-16 22:21:47,10.0,failed,1,US,10.0,10.0,1000.0
130444,1662297569,Lazy Gamer Tables,Tabletop Games,Games,USD,2017-09-16,20000.0,2017-08-17 14:08:36,2865.0,failed,19,US,2896.0,2865.0,20000.0
334292,772868436,Chesterfield Heirlooms Tractor Drive,Food,Food,USD,2014-06-13,12000.0,2014-05-07 15:29:13,13515.0,successful,34,US,13515.0,13515.0,12000.0
171018,1869958104,"TITANS: Issue One  ""In the Beginning""",Comics,Comics,USD,2012-04-30,3000.0,2012-03-01 06:01:14,818.0,failed,11,US,818.0,818.0,3000.0
256839,37609450,HYDROSPORT™ Vest : Hydration System + Fitness Carry,Design,Design,USD,2015-10-08,8000.0,2015-09-14 18:30:53,1591.0,canceled,20,US,1591.0,1591.0,8000.0
95262,1484245922,Help The A-OKs record their 4th Album!,Punk,Music,USD,2015-01-12,4000.0,2014-11-13 02:55:04,4781.0,successful,108,US,4781.0,4781.0,4000.0
314303,670802748,Take Me Where The Wind Blows,Illustration,Art,GBP,2014-11-10,6000.0,2014-09-11 18:23:52,110.0,failed,2,GB,177.34,172.2,9392.76
94537,1480553973,Pent House Boards,Art,Art,USD,2015-05-19,1000.0,2015-04-24 03:14:27,0.0,failed,0,US,0.0,0.0,1000.0
106102,1539299383,Little Red Enamel Pins,Crafts,Crafts,USD,2016-09-06,1200.0,2016-08-07 22:37:23,4549.0,successful,179,US,489.0,4549.0,1200.0
182752,1930355577,X= A Generation Evolved,Documentary,Film & Video,USD,2012-12-14,10000.0,2012-11-11 10:13:26,3006.0,failed,23,US,3006.0,3006.0,10000.0
371442,962737625,Sinking Colour (watercolour art collection),Painting,Art,GBP,2016-06-21,500.0,2016-05-22 23:45:03,11.0,failed,2,GB,15.95,15.07,685.2
88270,1448842434,Interboro Spirits & Ales: The R&D Project,Drinks,Food,USD,2015-12-21,11500.0,2015-11-24 18:02:35,13892.0,successful,88,US,13892.0,13892.0,11500.0
27105,1137829546,The Bad News (CD),Pop,Music,USD,2014-11-22,10000.0,2014-09-23 00:39:14,0.0,failed,0,US,0.0,0.0,10000.0
142395,1723587010,Shooting for Autism equipment upgrade needed,Fine Art,Photography,USD,2017-12-13,5000.0,2017-11-13 19:47:28,45.0,failed,3,US,40.0,45.0,5000.0
17809,1090441092,Absurd T-shirts,Fashion,Fashion,USD,2015-02-09,1000.0,2015-01-10 05:49:25,1.0,failed,1,US,1.0,1.0,1000.0
309752,647650477,NinjAnimals Action - TEAM LIONEL episode 1,Animation,Film & Video,USD,2012-08-31,7000.0,2012-08-01 15:12:21,125.0,failed,3,US,125.0,125.0,7000.0
184684,1940398444,Monty and the Runaway Furnace,Shorts,Film & Video,USD,2011-03-27,10000.0,2011-02-10 19:01:50,10112.0,successful,205,US,10112.0,10112.0,10000.0
184378,1938918541,The Michael T. Desing's Army Ants War Effort,Tabletop Games,Games,USD,2013-03-10,1000.0,2013-02-08 02:35:22,4216.0,successful,85,US,4216.0,4216.0,1000.0
318713,693371792,ANI bikinis 2012 [LOVE STREET] Collection,Fashion,Fashion,USD,2011-11-17,11500.0,2011-09-28 01:23:56,2635.0,failed,20,US,2635.0,2635.0,11500.0
94797,1481817209,Turn Your Chair Into A Recumbent Exercise Cycle + Much More,Hardware,Technology,USD,2015-11-10,19618.0,2015-10-21 04:31:38,22775.0,successful,72,US,22775.0,22775.0,19618.0
186499,1949295010,Recording Our Second E.P.!,Rock,Music,USD,2017-06-09,650.0,2017-05-10 03:06:20,660.0,successful,19,US,30.0,660.0,650.0
121598,1617579155,Tornado: Installation & Photograph By Dorothy O'Connor,Photography,Photography,USD,2011-07-28,3200.0,2011-07-03 15:32:07,3948.5,successful,74,US,3948.5,3948.5,3200.0
156099,1793952864,Help 100 Percent Human Make 100 Episodes.,Documentary,Film & Video,USD,2014-09-13,12500.0,2014-08-14 02:30:10,15035.0,successful,111,US,15035.0,15035.0,12500.0
158923,1808352924,Love! Love! Fighting!- Vol 1 & 2,Webcomics,Comics,USD,2014-05-26,3122.0,2014-04-29 00:24:12,4272.0,successful,174,US,4272.0,4272.0,3122.0
46734,1237892685,The Lowid Manifesto (£),Painting,Art,USD,2015-06-06,600.0,2015-04-09 18:47:37,603.0,successful,10,US,603.0,603.0,600.0
121138,1615286010,"Godbox - Love can be created or destroyed, but never changes",Shorts,Film & Video,USD,2015-04-28,6000.0,2015-04-04 07:52:45,160.0,failed,4,US,160.0,160.0,6000.0
256782,375775276,UFO Art,Illustration,Art,USD,2014-03-09,303.0,2014-02-05 00:13:30,55.0,failed,4,US,55.0,55.0,303.0
79043,1402147135,Billiblade debut Ep,Hip-Hop,Music,USD,2017-05-24,5000.0,2017-04-24 02:26:02,20.0,failed,1,US,0.0,20.0,5000.0
280165,495239211,Atlas Art,Digital Art,Art,GBP,2015-01-29,2200.0,2014-12-30 15:28:59,201.0,failed,2,GB,312.96,302.53,3311.26
258214,382813170,Kindness for Weakness,Film & Video,Film & Video,USD,2017-09-25,100.0,2017-08-26 04:01:28,1.0,failed,1,US,0.0,1.0,100.0
311442,656557618,The All Seeing Eye Newspaper,Publishing,Publishing,USD,2017-11-21,3000.0,2017-11-07 01:28:31,12.0,failed,1,US,12.0,12.0,3000.0
110567,1561824003,TATRO: A WORLD OF PLAY,Product Design,Design,USD,2017-12-16,25000.0,2017-11-13 17:51:20,6899.0,canceled,49,US,2355.0,6899.0,25000.0
18803,1095252206,"Finally! Soft, Discreet WOMEN'S Undershirts.",Fashion,Fashion,USD,2014-02-15,20000.0,2014-01-13 21:01:17,1550.0,failed,23,US,1550.0,1550.0,20000.0
96106,1488532512,"Split Strap - Most Comfortable, Ergonomic and Adaptive Strap",Product Design,Design,USD,2011-03-09,5000.0,2010-12-16 10:54:29,27806.95,successful,683,US,27806.95,27806.95,5000.0
364659,927981368,Chip for Raspberry Pi,Hardware,Technology,USD,2015-04-24,1000.0,2015-03-24 23:45:17,3521.0,successful,105,US,3521.0,3521.0,1000.0
49712,1253331985,A Night in New Orleans presented by Cos Couture,Photography,Photography,USD,2014-06-07,25000.0,2014-05-08 15:48:11,2899.0,failed,71,US,2899.0,2899.0,25000.0
367925,944524761,First World Volume 3 -The Battle for Askotar,Comic Books,Comics,USD,2017-10-28,10000.0,2017-09-28 01:40:56,11006.44,successful,143,US,970.0,11006.44,10000.0
134604,1683169511,Flea Market Confidential,Nonfiction,Publishing,USD,2013-09-19,5000.0,2013-08-20 00:05:28,0.0,failed,0,US,0.0,0.0,5000.0
6208,1031729487,Rosebuds Academy,Crafts,Crafts,USD,2017-05-21,4000.0,2017-04-21 03:12:37,400.0,failed,4,US,200.0,400.0,4000.0
109156,1554765613,Delivery Day Fund Drive,Shorts,Film & Video,USD,2011-12-09,350.0,2011-11-09 06:01:05,570.0,successful,15,US,570.0,570.0,350.0
332652,764650056,Solo Bag Future is Bright,Technology,Technology,USD,2017-08-28,35000.0,2017-06-29 19:23:32,100.0,canceled,1,US,0.0,100.0,35000.0
151849,1771416433,Sleep Lovers - By Daniel Modeste,Shorts,Film & Video,GBP,2015-02-22,200.0,2015-02-07 15:46:29,205.0,successful,13,GB,314.23,316.6,308.88
28826,1146399668,Smooshy's Big Adventures Pop up books,Children's Books,Publishing,USD,2016-01-12,5000.0,2015-12-11 23:43:55,0.0,failed,0,US,0.0,0.0,5000.0
170912,186949313,The Arctic in U.S. National Identity,Academic,Publishing,USD,2015-09-27,1500.0,2015-08-28 18:45:20,1660.0,successful,20,US,1660.0,1660.0,1500.0
375808,985390481,Jade Dragon Book 1,Comics,Comics,USD,2013-06-20,3500.0,2013-05-16 03:02:45,4033.0,successful,47,US,4033.0,4033.0,3500.0
270931,448464495,DollyPop Theatre Company WE.ARE.YOUNG,Theater,Theater,GBP,2014-03-22,1000.0,2014-02-22 10:26:24,1045.0,successful,43,GB,1739.98,1738.16,1663.31
126325,1641401221,"Scottish clothing brand, wearable art: Dead Sleekit",Apparel,Fashion,GBP,2016-02-28,4000.0,2016-01-29 11:20:34,4786.0,successful,140,GB,6816.62,6775.97,5663.16
51227,1260885400,Play books for children,Games,Games,EUR,2017-11-27,1500.0,2017-10-28 20:18:17,0.0,failed,0,IT,0.0,0.0,1782.74
73356,1373600698,Judge of the Dead (Canceled),Animation,Film & Video,USD,2014-07-26,20000.0,2014-06-26 21:48:37,0.0,canceled,0,US,0.0,0.0,20000.0
97829,1496726660,The Cavaliers Runnin' Man EP (Canceled),Music,Music,EUR,2016-05-26,250.0,2016-04-27 01:02:10,50.0,canceled,1,IE,56.21,55.84,279.2
291954,555500701,BoyBlock action figures and books,Graphic Design,Design,USD,2016-07-04,15000.0,2016-05-20 03:05:14,0.0,failed,0,US,0.0,0.0,15000.0
137282,1697059055,My Cat Is Weird - a children's book,Children's Books,Publishing,USD,2015-04-25,5000.0,2015-03-26 20:03:25,7350.0,successful,198,US,7350.0,7350.0,5000.0
68167,1346954335,Sizzle Monsterize Your Charcoal Grill!,Product Design,Design,USD,2016-04-16,5000.0,2016-03-17 14:39:28,2377.0,failed,58,US,2377.0,2377.0,5000.0
243526,308547710,How to kill yourself with chocolate,Art,Art,GBP,2016-12-05,4000.0,2016-11-08 09:41:49,7990.0,successful,252,GB,0.0,10051.45,5032.02
341132,807591036,"Huntington Public Library ""I matter"" project",Public Art,Art,USD,2014-05-15,9800.0,2014-04-15 17:00:29,10385.0,successful,119,US,10385.0,10385.0,9800.0
128170,1650609826,New Fangled Festival of Opera,Classical Music,Music,USD,2013-06-03,3500.0,2013-05-09 05:06:57,3550.0,successful,22,US,3550.0,3550.0,3500.0
94847,1482066829,Putting the word out on hope (Canceled),Nonfiction,Publishing,USD,2016-05-25,15000.0,2016-04-25 23:37:03,0.0,canceled,0,US,0.0,0.0,15000.0
231725,247810827,"AFTER THE FIRES, A Bold Tribute Album",Music,Music,USD,2013-07-28,4000.0,2013-06-28 16:11:22,603.49,failed,23,US,603.49,603.49,4000.0
357406,890705744,Limbos,Shorts,Film & Video,USD,2012-09-01,9959.0,2012-08-17 19:05:46,9992.0,successful,106,US,9992.0,9992.0,9959.0
78062,1397060511,MUZIC - THE GREAT FOOD,Hip-Hop,Music,USD,2013-04-24,3500.0,2013-03-25 22:25:28,15.0,failed,1,US,15.0,15.0,3500.0
110752,1562697018,"Custom Hand Made Jeans in Williamsburg, Brooklyn.",Fashion,Fashion,USD,2012-09-04,12500.0,2012-08-14 20:00:52,13143.0,successful,56,US,13143.0,13143.0,12500.0
46732,1237886761,A One Man Show at the Carmel Sunset Center.,Fine Art,Photography,USD,2017-07-11,5000.0,2017-06-14 03:04:58,7800.0,successful,20,US,2100.0,7800.0,5000.0
155612,1791472385,Raptor 190 Racing Drone / FPV Quadcopter Frame,DIY Electronics,Technology,CAD,2016-07-27,3000.0,2016-06-27 18:39:33,278.0,failed,6,CA,12.3,210.99,2276.87
319183,695738585,AUDITION     One hundred actors. One love story.,Narrative Film,Film & Video,USD,2012-08-02,100.0,2012-06-03 05:59:22,100.0,successful,5,US,100.0,100.0,100.0
293868,56573997,Saran Raps Vol.2,Hip-Hop,Music,USD,2015-04-28,8500.0,2015-03-29 23:00:08,1.0,failed,1,US,1.0,1.0,8500.0
248316,332777736,Honest music: help finish Emily Forst's debut album!!!,Indie Rock,Music,USD,2012-04-19,5000.0,2012-03-18 18:50:49,5745.0,successful,85,US,5745.0,5745.0,5000.0
216910,2104953009,HELP JANE BOWLER TO FUND HER FASHION FILM AND LOOKBOOK SHOOT,Fashion,Fashion,GBP,2014-02-09,500.0,2014-01-10 08:43:16,692.0,successful,26,GB,1138.67,1156.24,835.44
23828,1120976329,Pick Your Own Adventure Films - Horror,Webseries,Film & Video,USD,2012-06-28,2000.0,2012-06-13 05:32:45,2551.0,successful,32,US,2551.0,2551.0,2000.0
39985,1203375045,GSD (Canceled),Fiction,Publishing,GBP,2015-04-11,1000.0,2015-03-12 17:42:18,0.0,canceled,0,GB,0.0,0.0,1502.16
197366,2004923869,The Five Show,Art,Art,USD,2011-04-12,1000.0,2011-03-13 21:34:00,1692.59,successful,35,US,1692.59,1692.59,1000.0
361634,912701559,The Sketchy Pelican (Canceled),Food Trucks,Food,USD,2016-05-09,10000.0,2016-03-11 16:36:29,100.0,canceled,1,US,100.0,100.0,10000.0
112943,1573741065,#Occupy: 4everyone,Journalism,Journalism,USD,2011-11-05,600.0,2011-10-15 17:14:14,785.0,successful,27,US,785.0,785.0,600.0
28289,1143490091,Ghostbusters LEGO - ECTO1: A LIFE SIZE full scale model,Interactive Design,Design,CAD,2014-10-01,13500.0,2014-09-01 06:42:23,5.0,failed,1,CA,4.6,4.47,12071.89
139069,1706428194,That's Not A Unicorn! -A young explorers storybook,Children's Books,Publishing,USD,2012-12-06,3000.0,2012-11-06 07:45:44,3564.0,successful,33,US,3564.0,3564.0,3000.0
324979,725082387,BrenMark Entertainment's Season of Firsts,Theater,Theater,USD,2011-04-22,10000.0,2011-03-07 06:39:22,10128.52,successful,89,US,10128.52,10128.52,10000.0
351683,861604344,Cancelled (Canceled),Graphic Design,Design,USD,2013-12-09,1000.0,2013-11-05 08:09:49,328.0,canceled,15,US,328.0,328.0,1000.0
283979,514676984,Jim Crow Comics,Comic Books,Comics,USD,2016-05-27,5000.0,2016-03-28 00:30:38,5201.0,successful,37,US,5201.0,5201.0,5000.0
43731,1222522550,"GnomeCon 2016 - March 4-6, 2016",Events,Comics,USD,2015-12-25,1500.0,2015-11-25 02:34:18,195.0,failed,6,US,195.0,195.0,1500.0
61045,1310550528,The 30 Year T-Shirt: A 30 Year Guarantee,Fashion,Fashion,GBP,2015-09-26,2000.0,2015-08-27 14:57:53,2763.0,successful,55,GB,4337.72,4190.68,3033.43
68823,1350278520,"""Cake Eater"" by Revelusive Films",Shorts,Film & Video,USD,2012-03-22,500.0,2012-03-07 15:31:02,205.0,failed,12,US,205.0,205.0,500.0
262641,405882636,The Husband Maker Series Audiobook(s),Fiction,Publishing,USD,2014-10-13,600.0,2014-09-13 19:02:32,674.0,successful,23,US,674.0,674.0,600.0
143892,1730935937,Douglas Hill :: Attention Grabber :: Music,Hip-Hop,Music,USD,2011-06-18,500.0,2011-04-19 02:22:44,0.0,failed,0,US,0.0,0.0,500.0
207186,2055821745,"""The White Door to Heaven"" a story of adolescence and death.",Fiction,Publishing,USD,2013-03-27,4000.0,2013-02-25 19:49:33,0.0,failed,0,US,0.0,0.0,4000.0
228942,233912069,DAWN - A Short Film,Film & Video,Film & Video,USD,2011-04-28,5000.0,2011-02-26 08:35:41,5509.0,successful,55,US,5509.0,5509.0,5000.0
219788,2119516888,MY JUNE ART SHOW,Art,Art,USD,2013-03-23,500.0,2013-02-21 23:43:14,936.0,successful,16,US,936.0,936.0,500.0
323420,7173457,"iPhone app to find garage/estate, etc sales and bid on items",Apps,Technology,USD,2015-01-23,30000.0,2014-11-24 22:05:22,5.0,failed,1,US,5.0,5.0,30000.0
268716,437426624,"Inspirational, Comedic Broadway Revue Show, Touring 9 Cities",Theater,Theater,USD,2010-12-08,10000.0,2010-11-08 21:02:16,0.0,failed,0,US,0.0,0.0,10000.0
319635,698018087,Double Play App,Tabletop Games,Games,USD,2017-11-28,10.0,2017-11-10 17:20:24,1006.0,successful,64,US,15.0,1006.0,10.0
93822,1476912264,Breaking Trail: A Skiing Family's Great Dream,Documentary,Film & Video,USD,2011-08-07,3000.0,2011-07-03 07:47:11,4775.0,successful,47,US,4775.0,4775.0,3000.0
251773,35045832,ModSock: Extraordinary Socks,Fashion,Fashion,USD,2013-08-09,8000.0,2013-07-10 21:17:26,9024.0,successful,241,US,9024.0,9024.0,8000.0
372099,966109942,The KillTones New Album,Rock,Music,USD,2014-05-12,3500.0,2014-04-19 00:26:33,3606.0,successful,64,US,3606.0,3606.0,3500.0
44386,122549951,LAAMP the Series,Webseries,Film & Video,USD,2014-07-24,1100.0,2014-06-24 04:00:44,140.0,failed,5,US,140.0,140.0,1100.0
371417,962625893,Exilian FX Studios,Experimental,Film & Video,GBP,2016-10-12,5000.0,2016-09-12 22:22:15,0.0,failed,0,GB,0.0,0.0,6118.3
155089,178870992,God Trumps - Helping people take religions MUCH less serious,Playing Cards,Games,GBP,2015-03-21,250.0,2015-02-19 10:39:37,40.0,failed,2,GB,61.41,59.5,371.89
287957,535090812,Pearl Jewellery,DIY,Crafts,AUD,2017-09-08,600.0,2017-08-09 22:29:56,30.0,failed,2,AU,63.31,24.31,486.26
17660,1089658404,Ella's Dreams,Art,Art,USD,2014-09-09,20000.0,2014-07-11 19:43:13,0.0,failed,0,US,0.0,0.0,20000.0
276374,476068047,O-D sports bag,Ready-to-wear,Fashion,USD,2017-09-30,25000.0,2017-08-31 23:52:43,0.0,failed,0,US,0.0,0.0,25000.0
281504,50208955,The Packer Hacker: The One Bag Revolution (Suspended),Nonfiction,Publishing,USD,2015-11-02,25000.0,2015-09-03 22:33:50,0.0,suspended,0,US,0.0,0.0,25000.0
211212,2076430365,Mega Fauna,Comics,Comics,CAD,2014-09-09,4700.0,2014-08-14 21:29:49,8718.0,successful,249,CA,7976.18,7883.17,4249.93
228777,233019248,SirChaosS Fantasy Web Series,Fantasy,Film & Video,USD,2016-03-26,5560.0,2016-01-26 09:26:50,103.0,failed,4,US,103.0,103.0,5560.0
188582,1959636379,Minimalist Wallet,Accessories,Fashion,USD,2017-11-29,4500.0,2017-10-17 00:02:08,690.0,failed,10,US,195.0,690.0,4500.0
189645,1965213557,The Atlantic Arts Theater Fundraiser,Theater,Theater,USD,2013-06-10,15000.0,2013-05-01 21:45:55,0.0,failed,0,US,0.0,0.0,15000.0
246637,324345608,Come Help Empower Detroit & Media Empowerment,Mixed Media,Art,USD,2014-04-21,3500.0,2014-03-11 15:16:59,811.0,failed,8,US,811.0,811.0,3500.0
149086,1757713838,Munchies,Comedy,Film & Video,USD,2018-01-27,7000.0,2017-11-28 00:08:36,130.0,live,2,US,0.0,130.0,7000.0
53120,1270422121,TANGENT,Comic Books,Comics,USD,2017-04-23,9000.0,2017-03-19 07:14:01,301.0,failed,6,US,66.0,301.0,9000.0
50396,1256670383,Dreams & Ghosts: A new album from Avery Hill,Country & Folk,Music,USD,2015-04-06,7500.0,2015-03-06 18:04:25,8934.0,successful,85,US,8934.0,8934.0,7500.0
71087,1361850020,Electromagnetic Car Tinting,Gadgets,Technology,AUD,2016-01-23,5000.0,2015-12-29 19:35:00,38960.0,successful,286,AU,28339.43,27646.89,3548.11
161492,1821351535,YouTube Nerd channel,Comedy,Film & Video,USD,2014-06-14,250.0,2014-05-15 22:02:37,76.0,failed,3,US,76.0,76.0,250.0
353361,870065885,A Journey of Soul Mates,Documentary,Film & Video,USD,2013-12-25,250.0,2013-11-30 04:44:58,7.0,failed,3,US,7.0,7.0,250.0
24474,1124247806,"""The Lion & The Lyceum"" Children's Book - Based on Ole Miss!",Children's Books,Publishing,USD,2015-03-19,1000.0,2015-02-17 16:57:25,1400.0,successful,11,US,1400.0,1400.0,1000.0
164811,183874534,BLive : A Helping hand App,Apps,Technology,EUR,2018-02-26,1000.0,2017-12-28 12:37:27,0.0,live,0,DE,0.0,0.0,1213.7
111014,1564107603,Earthly Pleasures: A Fashion Film,Shorts,Film & Video,GBP,2013-07-01,2000.0,2013-06-12 12:17:45,2036.0,successful,21,GB,3171.9,3048.04,2994.15
150506,1764806680,59th Hunger Games,Webseries,Film & Video,USD,2012-04-07,2000.0,2012-03-07 00:33:37,503.0,failed,16,US,503.0,503.0,2000.0
202347,2030422915,Freddy Potcake - Help me finish game graphics and animation,Illustration,Art,USD,2017-12-18,6000.0,2017-11-18 16:56:34,0.0,failed,0,US,0.0,0.0,6000.0
168179,185557745,Sin City Showdown Photography (Canceled),Photography,Photography,USD,2015-03-04,1250.0,2015-02-18 03:39:33,200.0,canceled,1,US,200.0,200.0,1250.0
246778,325105322,Thinnest Smart Phone Stand MUST Fits In Your Wallet,Product Design,Design,USD,2014-04-10,10000.0,2014-02-24 00:41:26,10560.0,successful,175,US,10560.0,10560.0,10000.0
68135,1346803369,The 2D platformer Tim,Mobile Games,Games,SEK,2017-01-23,1000.0,2016-11-24 12:49:45,1100.0,successful,5,SE,0.0,124.29,112.99
85442,1434562875,"""Dust of War"" - Feature Film",Film & Video,Film & Video,USD,2011-10-10,15000.0,2011-08-26 14:17:50,15477.0,successful,118,US,15477.0,15477.0,15000.0
6309,1032228055,"Don Ray Band - The making of ""Kickstands Up"" (Canceled)",Rock,Music,USD,2013-05-02,5000.0,2013-03-31 20:13:54,375.0,canceled,7,US,375.0,375.0,5000.0
362926,919135930,Exposure A Film About The Challenges Of Skating In Alaska,Film & Video,Film & Video,USD,2016-07-16,10000.0,2016-06-16 09:35:39,11000.0,successful,71,US,4931.0,11000.0,10000.0
187963,1956787491,Ski pole with advanced grip and quickly adjustable length.,Product Design,Design,USD,2014-04-03,15000.0,2014-02-12 18:47:47,1.0,canceled,1,US,1.0,1.0,15000.0
163549,183227343,"UPHOLD MAINE'S ICON, SUSTAIN ISLAND COMMUNITIES",Food,Food,USD,2015-01-07,15000.0,2014-12-08 13:15:19,15140.0,successful,67,US,15140.0,15140.0,15000.0
